ListingKey,Term,BorrowerRate,ProsperRating (Alpha),IsBorrowerHomeowner,CreditScore
0090355031840387136B537,36,0.2287,D,False,609
009A34936341065418CB69A,36,0.3435,E,True,669
00A53558296805955D2AE83,36,0.3177,HR,True,729
08EE35956672069418D878A,36,0.1239,A,True,749
08F435261626610601B01CE,36,0.139,A,True,809
09153603221775020A1B5C4,60,0.189,C,False,669
0918359969888132223E8ED,36,0.197,C,False,669
09233589620788733CFB8CE,36,0.155,B,True,709
08BC3599164655446FCB378,36,0.093,A,False,709
30B33555784623222BD00DF,36,0.3177,HR,True,709
30C73578202697765A988E6,60,0.1519,B,False,709
30CF36010087770999A7FE8,36,0.0809,AA,False,729
30D334984031125411BD72C,36,0.275,D,True,669
30D83601761024662FC62C4,36,0.1039,A,False,709
30D935507405002019AB141,36,0.0964,A,False,649
30DA35695751043589AB773,36,0.2124,C,True,669
08D83602875696442E4606E,60,0.1465,B,False,669
08DC3557692542139C62155,36,0.3177,HR,True,709
08DF3598615660911BC5D44,60,0.1685,C,False,709
08F0354470988941043223C,36,0.2999,E,False,629
093F3590403579166593ACD,36,0.176,C,True,669
00A93571705469822AF1B6E,36,0.1734,C,True,709
00AD35425251122022457F4,36,0.3177,HR,False,769
00AF355959706377937C6DF,36,0.1734,C,True,709
00D435855820315011A3633,36,0.0849,AA,False,729
00E03508649158493A4BE41,36,0.2599,D,True,729
30ED35791598170081753F3,60,0.1769,B,True,709
30FD3469341369366F72F83,36,0.095,AA,True,809
311B359480041467029073B,36,0.1189,A,True,689
313635901230654318A9030,36,0.1349,B,False,769
314335501791317546FD194,36,0.2499,D,False,689
31433605287209218086136,36,0.1305,B,True,709
094A35373809268519F870C,60,0.2443,C,True,669
094D3534821837880D65EB9,12,0.19,D,True,709
09543466789756942ED5B40,36,0.34,HR,False,649
09583551840154471189C48,36,0.1626,B,True,749
09643589570147652404D2A,60,0.195,C,False,709
096A3538907925940218D9B,36,0.2049,C,False,669
08EF3576721796653B20BD9,36,0.2272,D,False,709
08F53518598636417B0B12D,12,0.2499,D,True,689
00B635158228376318ABCE4,36,0.2899,E,False,669
00C63539543280000A9A48B,36,0.3177,HR,False,709
00C73527100925374942DD9,36,0.3125,HR,False,609
00D435912306936173395D7,36,0.0819,AA,True,769
31493477188507681750FCE,36,0.1385,B,True,729
31553584786951844441200,36,0.2419,D,False,669
31693597083253967272470,36,0.14,B,False,709
31713599045527501725C72,36,0.1099,A,False,669
2C603585612812663DBE819,60,0.1269,A,True,809
2C623577680223142D5B1C8,60,0.2099,C,False,689
08F63499047448294C7B049,36,0.26,HR,False,629
08FB351794067077767F238,36,0.3199,E,False,649
08FB3590349860251EE472C,36,0.1695,C,True,709
09143546084063023AE7720,12,0.2343,E,False,649
40E83554874578132B4CDAA,60,0.2124,B,False,689
40F635999158765959823E9,60,0.2235,D,False,669
410A3519266917711582802,36,0.2699,D,True,749
410F354681069774329D89F,36,0.1902,C,True,669
41123585984657686B77B80,60,0.1219,A,False,709
411D3488346878909FEF3B2,36,0.092,A,True,729
41263590017496306246D65,60,0.1915,C,False,729
412935579649244494ACA23,60,0.2124,B,True,749
00F73576880451894AC2493,60,0.2969,E,False,629
00F735860185558781B452B,36,0.1299,A,True,769
012235525839898940482EF,60,0.1551,A,True,809
09A834766838075716C53F0,36,0.325,D,True,729
09AC35424172422634FEA19,60,0.3304,E,True,649
09B235528699752739AD9A8,12,0.1224,B,False,729
09CC36031229351488C85D1,60,0.1585,C,True,729
09D1347548454218981DE75,36,0.103,AA,True,829
09723601118678853A5118C,36,0.0769,AA,True,789
2C66352885933940852892E,36,0.111,A,True,769
2C6B3491775423171F44121,36,0.3435,E,False,669
2C6C35884551371377C74D7,36,0.3075,HR,False,689
2C6E3557469555903731A6F,36,0.2099,C,False,689
2C6E3566363828741E4AF45,36,0.1899,C,False,689
2C71357856570789463BB05,36,0.3134,HR,False,629
2C7D3580022526634A1961E,36,0.2124,C,True,769
412A3498361284046A26104,36,0.1115,A,True,749
41363545712758957BFF1D1,36,0.2499,D,False,749
41373467068292005CA24A6,36,0.34,C,False,649
44AC3574355132651FC0EFA,36,0.1899,C,True,709
44BA3509292123970CE74FF,36,0.3199,E,True,709
44C635513693370780D8AC8,36,0.1199,A,False,709
00F6359071238983063C0BF,36,0.152,B,False,729
01033600510613987E738B1,60,0.1465,B,True,709
01043580087553342D9A449,60,0.0869,AA,True,789
010A3514057543880432318,60,0.1799,B,True,769
010C349938502072454E3A0,36,0.274,D,True,729
010D35391042668374C2236,36,0.0899,A,False,649
010E3535902893498204A4A,36,0.3058,E,False,649
098135838089378457F5701,60,0.1519,B,True,709
09A135131486517908170B2,36,0.3199,E,True,749
09AD35918712001025AC1BD,36,0.1685,C,True,689
09CD3592594126374FB0A7C,36,0.1905,C,True,669
09CE359703430815642F6B0,36,0.1039,A,True,709
09E03595831427966EE4111,36,0.1039,A,True,709
09923529549763254B27762,36,0.2599,D,False,729
319F35586094281891EF679,36,0.3177,HR,True,689
31A035986409509358C260E,36,0.2394,D,True,649
31A83531885837559B78447,36,0.1609,B,False,729
31AC3591711840431B14DCD,36,0.1199,A,True,729
31B8351018055995758992D,36,0.2599,D,True,709
31C73597152310464749E00,36,0.1355,B,False,669
44C63556672598144C7D653,36,0.2524,D,True,669
44CC35929468604657DB75D,60,0.2045,C,True,689
44DB352464754367911867C,36,0.1799,B,False,729
44E73584436289505F20F76,60,0.2319,C,True,649
44F2358557406858060EBDE,60,0.166,C,False,729
44FA357293896634887CCF5,60,0.1579,B,True,729
44FB3579057138259A03111,60,0.1269,A,True,709
09973601863213855D562A9,36,0.1465,B,True,749
099D35411858817066CFB2A,36,0.1449,B,True,769
09A1359398277283048E523,36,0.2045,C,False,649
09AF355728033350634B1C9,60,0.2498,C,False,729
09BA360431651559524CDA0,60,0.1605,C,False,689
09BC3596895711964C4ABA8,36,0.1795,C,False,709
089B35990263570590930AA,36,0.285,E,True,669
013E3570006582421416CAD,36,0.0799,AA,True,749
00E13532436554393163B83,36,0.3127,HR,True,669
00EC3604528464581EB9190,60,0.1224,B,False,729
00EE3552610822090D973B0,60,0.3057,E,False,649
010235774885928177EC84F,36,0.1979,C,True,729
01093596650895777AF7A70,36,0.1435,B,True,709
31D335889396146095E1939,60,0.195,C,True,689
31D635736176096575DEC4F,60,0.1519,B,True,769
31D83590275423037547EB1,60,0.195,C,True,729
31EA3509305854739B5AD6B,36,0.1949,C,True,789
32003473670394441A2BC17,36,0.274,D,True,669
32123598588424160C218A4,60,0.15,B,True,689
450935699054612586A8915,12,0.1177,B,True,729
450B35441332938961FF323,36,0.3177,HR,False,709
450D3509059437376721CD4,36,0.3199,E,True,709
450F3573988257953846D1B,36,0.2639,E,True,649
45133492295495646AB7671,36,0.275,D,True,769
089C348555489823736377D,36,0.21,HR,False,609
08A5359196612924149CC06,36,0.099,A,False,709
08A835786714147167F13DD,36,0.1599,B,False,669
08C1357017318038085E85C,36,0.1153,A,False,729
08C23597271580745A1CB87,36,0.1535,B,True,729
08C6354171892294247E979,36,0.3177,HR,True,669
08D136012845127787DBF97,36,0.1099,A,True,729
08D335216318965380C136A,36,0.2699,D,False,729
090635932520782700637A9,36,0.105,A,True,689
010B359028658334976D418,60,0.231,D,True,729
009035862344167279EDC72,36,0.1559,B,False,729
00943489018254614AA7153,36,0.15,AA,True,849
009D3584881012181C31459,36,0.2346,D,True,669
00A53585009591879980184,36,0.1089,A,False,729
00A7356976725157427DA22,60,0.0949,A,False,729
00C43572792905796C576B5,60,0.1099,A,False,749
00C835541282813348149F6,60,0.2573,D,False,729
321B360212708286604CE8F,36,0.1274,B,False,709
32243485108585500871824,36,0.2255,C,True,729
322E3500056204351302859,36,0.275,D,False,689
32353595979224645CF82D3,60,0.2304,D,False,669
323A353064474891242C45F,36,0.2599,D,True,649
32543499181220496DBB555,36,0.3269,HR,True,669
3BBC360153221876134A3A0,36,0.1795,C,False,709
3BC5359241249799953BB4B,36,0.155,B,False,669
3BC835563056969451C3CF8,12,0.1279,B,True,689
3BC83601275934190566C97,36,0.1099,A,True,689
3BE835801695340942E82D5,36,0.2786,E,True,629
453235143743853196BBBCA,36,0.3199,E,False,649
453C3553210891524D53404,36,0.2099,C,True,709
454F359502858630924B82C,36,0.173,C,False,649
4562359675490347919BF37,36,0.1875,C,False,709
456D347299603286333614B,36,0.35,HR,False,709
457F3586546206267131E78,36,0.1089,A,True,829
45933467644661436ED74B8,36,0.236,C,True,769
09283582852032408EF76AC,36,0.1639,B,False,689
092C3579889857066D15119,36,0.2346,D,True,649
0949360314756742776DE23,60,0.1675,C,False,709
094B3528869704682053C28,36,0.2574,D,False,629
094E35930348866831EFBEB,36,0.2045,C,True,669
09583534263344561EBCA39,36,0.2511,D,False,649
091B3596837609725239239,60,0.0809,AA,True,829
00B13590232912622E53BFD,36,0.2549,E,False,649
00C43588253423093297670,36,0.1459,B,True,769
00C53510427046493B0F72C,36,0.2599,D,False,649
00DA360324095386464D10C,36,0.2254,D,False,669
00E83596797497784E91B80,36,0.1274,B,False,669
00E9357631185472594BC5A,36,0.2199,D,True,669
00EB3603850993876D30D4B,36,0.1119,A,False,689
00F435332900121509BE206,60,0.2151,B,True,709
32553554603051029AE50ED,36,0.3177,HR,True,809
32563595673920080D07C8A,60,0.2235,D,False,669
325B352579882495803A42C,36,0.1799,B,False,689
3261346707386221841FBCC,36,0.26,HR,True,649
326835476823295343B249E,36,0.127,A,False,729
326E35385034126547DDE5E,36,0.3177,HR,False,669
32713505806548036C2D3D3,36,0.3199,E,True,709
3BFF35657422250964089D7,60,0.2118,C,False,649
3C01359835064324717EC38,36,0.1139,A,False,689
3C0735689465562535178E3,60,0.2962,E,False,629
3C203595510064820A17C28,36,0.1239,A,False,669
3C2F35349915379051C2013,36,0.3127,HR,True,729
3C3235898482077791E21B8,36,0.2699,E,False,689
459A3595913137628DA21D6,36,0.1905,C,False,649
45A535957941658379C6031,36,0.176,C,True,709
45A63539447744998BB769C,12,0.1434,C,False,709
45AD3565377763936F3DB67,60,0.3165,E,False,669
45AF3570274605932486410,36,0.2346,D,False,689
45B035268098596612FD13F,36,0.1129,A,True,749
091E3551225697388A73A25,60,0.1551,A,True,769
091E3582443770619D70A09,60,0.2284,C,True,689
091E3598550637223643B05,60,0.194,C,True,669
0941359794753635521DE17,60,0.1435,B,True,749
094C35346951807779E0F80,36,0.2499,D,True,809
094C3551700144680B7B88F,60,0.1551,A,True,789
07F53523029323052B468D5,36,0.3199,E,True,689
3C393599897257485663279,36,0.099,A,False,809
3C3A3503997125520E40030,36,0.295,D,True,689
3C4B3563677551822A14501,36,0.2932,E,False,609
3C4E3570028573467FCB767,60,0.2579,D,True,669
3C4E358385462445476C05C,36,0.2566,D,False,649
3C5136010625016495D9DAD,60,0.1435,B,True,709
3C6C357164641405815A03A,36,0.0849,AA,False,729
00F43563947805596EC80E9,60,0.3232,E,True,729
00D53487827278990464FBA,36,0.071,AA,True,829
00D93600128117852681D4F,36,0.201,D,False,669
00DA35941477580587105C2,60,0.166,C,False,749
00DB355736392162679A768,60,0.1499,A,True,709
00E6359053237781818B112,60,0.2629,E,False,669
00F13534158626187686B3B,36,0.0974,A,False,689
00F13595573075690B0E973,36,0.197,C,False,669
32783591225843246C648CA,36,0.105,A,True,729
327C3504090043300E2296C,36,0.149,B,False,689
327F3584359814679FEC75A,36,0.2346,D,False,689
2C7535810689336884BCEFD,36,0.2049,C,False,729
2C753603308658449A8BF18,36,0.1635,C,True,709
2C7B3586796427455CA497C,60,0.1169,A,True,749
2C823483281052101B3075F,36,0.2725,D,True,729
45BB3557084565976A1ADC3,60,0.2632,D,False,649
45C73538911628429AAB1CD,36,0.3177,HR,False,709
45C8355717032471171C0DA,36,0.2909,E,False,689
45E635920357007412F3FC8,36,0.1159,A,False,729
45F33587466842667C8DA28,36,0.1774,C,True,709
07FB35970598962377DCEA7,36,0.099,A,True,749
08033527874827419A0CBFD,36,0.3125,HR,False,649
082736023113565535A031F,36,0.1139,A,True,709
082935799639007458EBFA9,36,0.1559,B,True,749
08303600024767220646878,36,0.0879,A,True,709
08313592195459979BADE99,60,0.2925,E,True,709
083235967773321272C26B9,36,0.0879,A,True,709
08BB35960689383354F3E10,36,0.1795,C,True,709
3C7035759111193830D688B,36,0.0699,AA,True,789
3C7A3594594597397BF5EC4,36,0.162,C,True,729
3C873545184700684837D05,36,0.1768,B,True,769
3CA035926397373063D3C87,60,0.2015,C,False,689
3CAF3580096380178D5C95F,60,0.2179,C,True,769
3CBC3560760211190DE8262,36,0.2492,D,True,669
3CC035957723511842C5EB2,36,0.1189,A,True,729
00E83577552293068E85705,60,0.2672,D,True,689
00F53475360689774DBFE78,36,0.199,C,True,669
00FB3596754665887CB691D,36,0.1655,C,True,709
010835817016877113BB4BA,60,0.0869,AA,True,789
010D3600620255705488446,36,0.162,C,False,649
2C8C3578916295740676353,60,0.1334,A,True,749
3731358783860820011760A,36,0.1153,A,False,749
373235540751269391165CD,36,0.1599,B,True,769
37393545890147297EB0C60,60,0.3304,E,False,649
373E355833482725577E16A,36,0.2099,C,False,729
374D3551761319908A4DB98,36,0.3177,HR,False,729
46023526553522668847025,36,0.3099,E,False,609
461235965627950776997F2,36,0.1535,B,True,749
461835971297025613CD6E7,36,0.1685,C,True,669
46203553164558514C5C5DA,60,0.1385,A,True,729
46223584406799302BDBA66,36,0.2049,C,False,729
46233536477253768466285,60,0.3027,D,False,749
462935877003282892DD443,36,0.0759,AA,True,769
08BC3578623464934AD86C5,60,0.2059,C,True,729
08C235440294295171FEB39,36,0.3177,HR,False,709
08DE3590037836171E38037,36,0.2999,HR,False,649
08E73594975919858533B39,36,0.184,C,True,729
08E93598688121420FA575F,60,0.1239,A,False,729
08EA3472680667767D4CC32,36,0.2295,C,False,789
08EB35513074073408573FC,36,0.3177,HR,True,689
0924358205478141807A91A,60,0.1519,B,True,729
3CCD3549355312727FD138A,36,0.2287,D,True,749
3CD93594836025409102D9C,60,0.1399,B,True,769
3CDE3504358322133D73C12,36,0.2699,D,False,729
3CE235396532238795731E7,36,0.1449,B,True,709
3CE83593217028064B104AB,60,0.1099,A,True,729
3CF93578474082698935D49,60,0.1579,B,False,689
3CFF359958055323890B9D4,36,0.1274,B,False,709
3D063566410606068FD3234,36,0.0974,A,True,769
01143579379327257C07C5A,36,0.1034,A,True,809
008D358112169045235022D,60,0.1579,B,False,729
00993599688374176DF6583,36,0.1465,B,False,749
00C335828766489310EED7F,36,0.1639,B,False,709
00C335965103996181EB7B4,36,0.162,C,True,729
00C43579430889047256108,60,0.1819,B,True,769
374F348558471275119EF90,36,0.0714,AA,False,749
375135513912244522FB008,60,0.3304,E,False,649
37583595191788231ED59F8,36,0.197,C,False,669
375D356964807654052BE85,36,0.2124,C,True,729
37663595165024584AD87FE,36,0.1139,A,True,709
376E3548235216247EE3E8C,36,0.3177,HR,False,689
376F3494682304277A1C7EC,36,0.1365,B,True,829
462A3548962048766138F38,36,0.2148,C,False,669
46383592547065992AEA195,60,0.2045,C,False,649
4643352953483733223534C,36,0.3199,HR,True,769
464C3593326169407A7975F,60,0.155,B,True,729
4651348340895192624732E,36,0.35,HR,True,649
46553580674004427432D1D,36,0.1509,B,False,729
0936351686538361703AD7D,36,0.0799,AA,True,809
09433596829618389465013,36,0.1099,A,True,689
0A2C3466655720351C4C917,36,0.2371,C,False,649
0A4E354059072127709AF2B,36,0.0899,A,False,709
3D113547601415146E935A6,12,0.1304,C,True,749
3D133460840417887C06DE0,36,0.35,E,True,669
3D2F3556299332069C000D9,36,0.0839,AA,False,789
3D3A3597593544903D471E7,60,0.1765,C,False,749
3D4C3596419441986113B75,60,0.1465,B,False,749
